Artist Display Name,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender
Freemantle & Company,British,1880,1950,
George A. B. Dewar,British,1862,1934,
Edward Grey,British,1862,1933,
William Strang,"British, Scottish",1859,1921,
Reginald Lionel Knowles,British,1879,1950,
"The Riverside Press Limited, Edinburgh",,,,
William Thompson Walters,American,1820,1894,
Lettice D'Oyly Walters,Irish,1880,1980,
H. Blaze de Bury,French,,,
John Roberts Press,,1925,1975,
John Anster,Irish,1793,1867,
Dingwall Rock Limited,American,1900,1999,
Engelbert Seibertz,German,,,
Allgaier & Siegle,German,1830,1880,
J. G. Cotta,German,,,
Cornelia Wells Walter,American,1815,1898,
George Stillwell,American,1800,1900,
Caspar Walter the younger,German,,,
Gebrüder Veith,German,,,
Joseph Anton Schmidt,German,,,
von R. Brend'amour,German,,,
G. Grote'sche Verlagsbuchhanglung,German,,,
Ernst Bosch,German,1834,1917,
Fischer & Wittig,German,,,
Gustav Vendt,German,,,
"Robert Walsh, Jr.",American,1784,1859,
Dr. James McHenry,American,1785,1845,
Jacob Maas,American,1800,1900,
James W. Steel,American,1799,1879,
Thomas Kirgate,British,1700,1800,
W. Wallis,British,1837,1837,
Nicholas Wallis,British,1770,1780,
Reichsdruckerei,German,1879,1951,
Oskar Bangemann,German,1882,1942,
M. Hönemann,German,,,
Christian Neureuther,German,,,
Isaac Henry Wallis,British,1855,1955,
Rudolf Rahn,German,,,
Wallace Supplies Manufacturing Company,American,1890,1930,
"Anonymous, American, 19th to 20th centuries",American,1800,1999,
R. Wallace & Sons Manufacturing Co.,American,1871,2050,
Sarah Tyson Rorer,American,1849,1937,
William Edmund Wall,American,1858,1934,
Bernhardt Wall,American,1872,1956,
Nikolay Gogol,Russian,1809,1852,
Dmitry Svyatopolk Mirsky,Russian,1890,1939,
Alexandre Alexeieff,Russian,1901,1982,
Cresset Press,British,1900,1999,
William Walker and Son,British,1800,1850,
William Edward Walker,British,1800,1900,
Whitaker & Co.,British,1800,1900,
E. Madden,British,1800,1900,
George Folds,Irish,1800,1900,
William R. Walker,British,1800,1999,
Sonia Lewitzka,Polish,1882,1937,
Louisa Walker,British,1880,1920,
James Edmond Walker,British,1850,1950,
Robert Pollitt,British,1833,1889,
"Scribner, Welford, & Co.",American,1800,1900,
Guardian Steam-Printing Offices,British,1800,1900,
William Spotswood,American,1750,1850,
George Walker,British,1817,1835,
Richardson & Clark,,,,
Walter Severn,British,1830,1904,
Princess Mary Adelaide of Cambridge,German British,1833,1897,
Frank Laurence Lucas,British,1894,1967,
Lettice Sandford,British,1902,1993,Female
F. A. Walker & Co.,American,1850,1900,
Golden Star Oil Stoves and Ranges,American,1850,1950,
Golding and Co.,American,1850,1950,
The Albert Walker Co.,American,1850,1950,
Mrs. A. Walker,British,1800,1900,
Thomas Hurst,British,1800,1900,
Walker & Hall,British,1900,1950,
Wales Goodyear Shoe Co.,American,1850,1950,
M. Walentynowicz,Polish,,,
Kornel Makuszynski,Polish,1884,1953,
Wydawnictwo Literackie,Polish,,,
Le Baron Charles Athanase Walckenaer,French,1771,1852,
Armand Aubrée,French,,,
Walbridge and Co.,American,1850,1950,
Wakefield Rattan Co.,American,1830,1950,
Waite's Barbers' Supply House,American,1800,1999,
Joseph Jopling,British,1800,1900,
Charles Waistell,British,1727,1827,
George Gladwin,British,1800,1900,
Hermann Wagner,German,1800,1950,
Carl Freyer,German,1850,1930,
Otto Spamer,German,,,
Wagner Manufacturing Co.,American,1850,1950,
Louis C. Wagner & Co.,American,1850,1950,
John W. Wadsworth,British,1840,1950,
"Wadsworth, Howland & Co.",American,1850,1950,
Wadsworth Brothers & Howland,American,1850,1950,
Hamlet Wade,British,1820,1820,
T. Woodfall,British,1800,1850,
Giovanni Battista Mercati,Italian,1600,1641,
Johann Gottlieb Thelot,German,1708,1760,
J. Barth,Austrian,1880,1900,
Monogrammist HFE,Italian,1500,1550,
Girolamo Mocetto,Italian,1470,1531,
Nikolaus Goldmann,German,1611,1665,
Caspar Johann Bissmarks,German,,,
James Mitan,British,1776,1822,
Bolton Corney,British,1784,1870,
Charles Green,British,1840,1898,
T. Thompson,British,1850,1900,
Goldsmiths' and Silversmiths' Company,,,,
Jacob Gole,Dutch,1660,1737,
"Martin Le Roy, sieur de Gomberville",French,1600,1674,
T. M. Gibbs,British,1700,1750,
Pierre Daret,French,1604,1675,
A. Romagnol,French,,,
The W. F. Powers Co.,American,1850,1950,
H. S. King and Co.,British,1800,1900,
Francis Arthur Fraser,British,1846,1924,
W. J. Wiegand,British,1870,1880,
Mary Fraser-Tytler,British,1849,1938,
Strahan & Co.,British,1840,1940,
Thomas Sulman,British,1855,1900,
Henry Stormonth Leifchild,British,1823,1884,
John MacWhirter,"British, Scottish",1837,1911,
Simeon Solomon,British,1840,1905,
George Henry Andrews,British,1816,1898,
Frank Stone,British,1800,1859,
T. Goode,British,1800,1999,
Frank B. Goodrich,American,1826,1894,
Jules Champagne,French,1852,1870,
Derby & Jackson,American,1800,1900,
George Russell & Co.,American,1800,1900,
James Somerville,American,1800,1950,
Joséphine Bonaparte,French,1763,1814,
Viscountess Jeanne Marie Roland de la Platiere,French,1754,1793,
Thérésa Tallien,French,1773,1835,
Laure Junot Duchess D'abrantès,French,1784,1838,
Julie Récamier,French,1777,1849,
Pauline Bonaparte,French,1780,1825,
Germaine de Staël,French,1766,1817,
Caroline Bonaparte,French,1782,1839,
Hortense,French,1783,1837,
Mademoiselle Lenormand,French,1772,1843,
Mademoiselle Colombier,French,1785,1785,
Grace Ingersoll,American,1750,1850,
Madame Regnault de Saint Jean d'Angély,French,1775,1857,
Mademoiselle Georges,French,1787,1867,
Marie-Louise Bonaparte,Austrian,1791,1847,
K. E. J. Reid,British,1850,1950,
May Ross,British,1850,1900,
Mabel Bamfield,British,1850,1920,
Queen Alexandra,"British, born Denmark",1844,1925,
Samuel Griswold Goodrich,American,1793,1860,
W. H. Goodwin & Co.,American,1800,1900,
A. Göppinger,German,,,
Lith. Anstalt A. Gatternicht,German,,,
Clarence Gordon,American,1800,1900,
Janet Laura Scott,American,1918,2018,Female
P. F. Volland Company,American,1900,1999,
Jane Elizabeth Gordon,American,1900,1950,
Gordon - Van Tine Co.,American,1880,1950,
Bobbs-Merrill Company,American,,,
Florent Antoine Heller,"American, born France",1840,1904,
Hiérosme de Gormont,French,,,
Francesco di Pellegrino,Italian,1525,1552,
Thomas Gosden,British,1780,1850,
J. H. Burn,British,1800,1900,
R. and S. Prowett,British,1800,1900,
"Goss, Drummond & Company",American,1820,1920,
Goss and Phillips,American,1800,1900,
Alphonse Gosset,French,,,
ainé Gossin,French,,,
Henry Carey Baird,American,1850,1900,
Jeremias Gotthelf,Swiss,1797,1854,
Georgette Boner,,,,
William Gottlieb,American,1900,1999,
Luise Adelgunde Victoria Gottsched,German,,,
Bernhard Christoph Breitkopf und Söhne,German,,,
Karl Götze,German,,,
Ludwig Möller,German,,,
Madame Goubaud,British,1820,1920,
Gulielmus de Gouda,Netherlandish,,,
R. Paffroet,Netherlandish,,,
J. J. Gould,American,1850,1900,
C. Gourdin,French,1800,1900,
Remy de Gourmont,French,1858,1915,
Aleksandr Govorov,Russian,1900,1999,
N. Yatskevich,Russian,,,
Lord Ronald Charles Sutherland Leveson Gower,British,1845,1916,
"Universidad Nacional Autonoma, Escuela Nacional de Artes Plasticas",Mexican,,,
L. Grados,French,,,
Antoni Sanguineti,French,1829,1929,
"F. W. Grafton & Co., Ltd.",British,1855,1950,
E. O. Graham,American,1870,1920,
Robert James Enraght Moony,British,1879,1946,
Bell & Cockburn,Canadian,1900,1999,
Nancy Barnhart,American,1930,1930,Female
J. Bapt. Gramaye,Flemish,,,
Jean Mommaert,Flemish,,,
Johann Christian Gramm,German,,,
Carl Jügel,German,,,
Luis de Granada,Spanish,1504,1588,
Jacques Oudot,French,,,
Grand Central Wicker Shop,American,1900,1999,
Hamilton,American,1800,1950,
John Austin Sands Monks,American,1850,1917,
Reginald Cleveland Coxe,American,1855,1927,
J. L. G. Ferris,American,1800,1950,
James Craig Nicoll,American,1846,1918,
Grand Edition de luxe: Original Painter Etchings,American,1850,1950,
Charles Frederick Mielatz,"American, born Germany",1864,1919,
Grand Ledge Chair Company,American,1850,1950,
Ludwig Emil Grimm,German,1790,1863,
René-Ernest Huet,French,1876,1914,
Giuseppe Palazzi,Italian,1740,1810,
Grand Rapids Furniture Manufacturing Company,American,1850,1950,
Grand Rapids Portable House Co.,American,1850,1950,
Grand Rapids Public Library,American,1850,1950,
John Grand-Carteret,French,1850,1927,
Grande Maison de blanc,French,,,
Charles S. Graham,American,1852,1911,
Grands Magasins du Louvre,French,,,
Georg Balthasar Probst,German,1732,1801,
Charles Joliet,French,1832,1910,
Aurélien Scholl,French,1833,1902,
"Librairie Louis Moens, Brussels",Belgian,1850,1880,
Duval,French,1800,1900,
"Grandville, Ramelet and Lepeudry",French,,,
Chez Susse,French,,,
Fournier & Perrotin,French,,,
Neuhaus,French,,,
L. C. Graves & Co.,American,1882,1917,
J. J. Granet,French,,,
E. Grapeloux,French,,,
Roanne,,,,
Walter Stengel,German,,,
Max Lehrs,German,1855,1938,
Graphische Gesellschaft,German,,,
Anton van der Does,Flemish,1609,1680,
Gustav Pauli,,,,
Heinrich Pola,Dutch,1676,1748,
Anna Beeck,Dutch,1657,1717,
Campbell Dodgson,British,1867,1948,
Springer,German,1900,1950,
Henri Hymans,,,,
Engelbert Baumeister,German,,,
Max Lossnitzer,German,,,
Jan Smit,Dutch,1721,1740,
Georg Paul Busch,German,1756,1756,
"Anonymous, 18th century",,1700,1800,
Robert Laurie,British,1755,1836,
James Whittle,British,1757,1818,
Joseph Franz Kaiser,German,1786,1863,
Johann Conrad Schlaun,German,1695,1773,
Bernard Lens II,British,1659,1725,
John Thomas 'Antiquity' Smith,British,1766,1833,
Maurice-Pillard Verneuil,French,1869,1942,
E. Hervegh,British?,1850,1900,
Marcel Mangin,French,1852,1915,
Camille-Gabrielle Schlumberger,French,1864,1964,Female
Anna Martin,French,1850,1950,Female
J. Milesi,French,1850,1920,
Marcelle Gaudin,French,1850,1920,
Georges Bourgeot,French,1876,1976,
A. Poidevin,French,1850,1950,
Jacques Grasset de Saint-Sauveur,French,1757,1810,
Labrousse,French,18,18,
Isidore-Laurent Deroy,French,1797,1886,
E. & S. Harding,British,1750,1850,
Gulielmus Gratarolus,French,,,
Gabriel Coterio,French,,,
Girolamo Gratiani,,,,
Morgan & Yeager,American,1800,1900,
Pierre de Vaucleroy,Belgian,1892,1969,
La Gravure Originale Belge,Belgian,,,
Gray,American,1800,1900,
O. W. Gray & Son,American,1800,1900,
John Savage,American,1828,1888,
Russell's American Steam Printing House,American,1800,1900,
Barry Gray,American,1826,1886,
Simon A. Gray,French,1700,1800,
T. S. Müller,British,1653,1853,
Edmund Morison Wimperis,British,1835,1900,
"Cooper, Clay & Co.",British,1800,1900,
Charles Joseph Staniland,British,1838,1916,
William Wallace Fyfe,"British, Scottish",1800,1900,
William J. Gray,British,1800,1900,
William Home Lizars,"British, Scottish",1788,1859,
Great Atlantic and Pacific Tea Co.,American,1850,2010,
Great London Tea Co.,American,1850,1950,
Stephen Riou,British,1720,1780,
Henry J. Green,American,1880,1920,
Nathaniel Everett Green,British,1823,1899,
Robert Greene,British,1750,1850,
Samuel Ballard,British,1700,1780,
Albert G. Greene,American,1802,1868,
Augustus Hoppin,American,1828,1896,
Sidney S. Rider & Brother,American,1800,1900,
A. Holland,American,1800,1899,
Nathaniel Orr & Co.,American,1822,1908,
Greenhut - Seigel Cooper Co.,American,1850,1950,
Greensmith Downes & Son,"British, Scottish",1850,1950,
James Greenwood,British,1832,1929,
Gregory & Co.,British,1823,1999,
Pope Gregory I,Italian,540,604,
Jo. Stephano di Carlo,Italian,,,
Nicole di Lorenzo della Magna,Italian,1400,1500,
Zenobi da Strada,Italian,1312,1361,
Johann Heusegen,German,,,
G. de Grendel,Netherlandish,,,
T. Watson Greig,British,1850,1950,
David Douglas,"British, Scottish",1850,1950,
Antonio Grifi,Italian,1800,1900,
Wilhelm Heinrich Ludwig Grüner,German,1801,1882,
Salviucci,Italian,,,
Joseph W. Grigg,American,1800,1950,
Grillo,Italian,,,
Giovanni Alberto Timermani,Italian,,,
Alice Lucas,British,1851,1935,
Kasmin Gallery,,1900,1999,
"Piet Clement, Dutch",Dutch,,,
W. S. Hodgkinson,British,1714,1999,
Rudolf Rieser,,,,
Edgar Taylor,British,1793,1830,
Taylor and Francis,British,1800,1900,
Robert Anning Bell,British,1863,1933,
Thomas Miles Richardson,British,1784,1848,
Samuel Hieronymus Grimm,Swiss,1733,1794,
P. Brookes,British,1780,1850,
Paul Angier,French,1749,1749,
Pierre Faber,French,17,17,
Hans Jacob Christoph von Grimmelshausen,German,,,
Emil Ermatinger,German,,,
Max Hunziker,Swiss,1901,1976,
Büchergilde Gutenberg,Swiss,,,
Walter Bäschlin,Swiss,,,
John McDonald Grinde,American,1900,1999,
Garry Brown,American,1900,1999,
Anubis Press,American,1900,2050,
G. Mitchell,American,1800,1900,
Jan van der Groen,Netherlandish,17,17,
P. Nyland,Netherlandish,17,17,
Peeter Vleugaert,Netherlandish,17,17,
Johann Gottfried Grohmann,German,18,18,
Fuchs,French,,,
Gromaire,French,,,
La Belle Edition,French,,,
Maurice Du Plessys,French,1864,1924,
Cornelis Sebille Roos,Netherlandish,18,18,
Felix Meritis,Netherlandish,,,
"Albert Grosfeld, Inc.",American,1900,1950,
Milt Gross,American,1895,1953,
Karl Aug. Grossman,German,,,
Der Malik Verlag,German,,,
Auguste Henri Victor Grandjean de Montigny,French,1776,1850,
Auguste Pierre Sainte Marie Famin,French,1776,1859,
Klaus Groth,German,,,
Perthes-Besser & Mauke,German,,,
Groton Carriage Company,American,1800,1950,
Eulalie Osgood Grover,American,1873,1958,
Frederick Richardson,American,1862,1937,
M. A. Donahue & Company,American,1880,1950,
Anna Jameson,British,1794,1860,Female
Sir Charles Lock Eastlake,British,1793,1865,
William Dyce,"British, Scottish",1806,1864,
Gryperl,French,,,
Jacobus Gualla,Italian,,,
Jacobus Paucidrapius de Burgofranco,Italian,,,
Antonio Padouani,Italian,1500,1600,
Philippus Gualtherus,French,1135,1201,
Guarino Guarini,Italian,1600,1700,
Gianfrancesco Mairesse,Italian,,,
Bernardo Vittone,Italian,1702,1770,
Guiseppe Antoinio Guattani,Italian,,,
De Romanis,Italian,,,
Joanne Francisco Marco,Italian,,,
Isidoro Velasquez,Spanish,1764,1840,
Fillipo Ferrari,Italian,1819,1897,
Giovanni Petrini,Italian,1750,1850,
Angelo Bertini,Italian,1800,1900,
Vicenzo Feoli,Italian,1755,1827,
Friedrich Wilhelm Gubitz,German,1786,1870,
Vereins-Buchhandlung,German,,,
G. Hayn,German,,,
E. M. Gubsch & Co.,American,1800,1950,
J. B. Guélard,French,1730,1730,
Franceschino Zavattari,Italian,1414,1453,
Elisabetta Sirani,Italian,1638,1665,Female
Richard Dalton,British,1710,1791,
Maurice de Guérin,French,,,
Claudius Linossier,French,1893,1953,
Philippe-Charles Burnot,French,1877,1956,
Le Cercle Gryphe,French,,,
Giovanni Francesco Guerniero,Italian,1665,1745,
Henrici Harmes,German,,,
François de la Guertiere,French,17,17,
Francesco Guicciardini,Italian,1483,1540,
Lodovico Guicciardini,Italian,1521,1589,
Guide du Carrossier,French,1750,1900,
C. Sherman,American,1800,1900,
John Notman,American,1840,1850,
Guido Guidi,Italian,1509,1569,
Pierre Gaultier,French,,,
Lelio Guidiccioni,Italian,,,
Sergius Venturi,Italian,1600,1700,
Theodorus Crueger,German,,1625,
Domenico Garzoli,Italian,1600,1700,
Guido Ubaldo Monte,Italian,1545,1607,
Hieronymum Concordiam,Italian,,,
Jean Guien,French,1700,1800,
Maurice Guillemot,French,,,
Eugène Guillevic,French,1900,1999,
Edition des Trois Côllines,,,,
Guillaume de Guilleville,French,,,
Mathieu Husz,French,1482,1500,
Ernest Guillot,French,,,
Berville,French,,,
Maison Bernier et Cie. -- G. Boyer Sr.,French,,,
Maison C. Weber,French,,,
Maison H. Faguer,French,,,
Walter Frères,French,,,
E. Langfeldt,French,1800,1900,
Louise Imogen Guiney,American,1861,1920,
The Gunn Furniture Company,American,1880,1950,
C. W. Gunther,German,,,
Edmond Burat de Gurgy,French,1810,1840,
Beauger et Comp.,French,,,
Emile Pagès,French,,,
Charles-Joseph Traviès,French,1804,1859,
Gurney Refridgerator Co.,American,1850,1950,
Mikhail Malobrodskiy,Russian,,,
Irina Pevnaya,Russian,,,
Gaetano Guttierez,Italian,,,
Joseph Gwilt,British,1784,1863,
Charles Stanislaus L'Eveillé,French,1772,1834,
John Peter Gandy,British,1787,1850,
"McCorquodale and Co, Ltd.",British,1846,1937,
Cooper and Co.,British,1800,1950,
H. & R. C.,British,1800,1900,
Paul Kapp,American,1900,1999,
Irene Haas,American,1900,1999,Female
"Harcourt, Brace and Co.",American,1900,1999,
C. H. Haberkorn & Co.,American,1850,1950,
Johann Matthias Steudlin,German,,,
Georg Leopold Hertel,German,1780,1780,
Matthew Habershon,British,1789,1852,
"Hackett, Carhart & Co.",American,1868,1900,
The Howley & Chew Printing House,American,1800,1900,
John A. Haddock,American,1800,1900,
H. Hadfield,British,1800,1900,
P. D. Benedicto Haestano,Spanish,,,
Juan Godinez,Spanish,,,
William Hagar Jr. and Co.,American,1800,1900,
Grossman Publishers,American,1950,2000,
H. F. Hahn & Co.,American,1850,1950,
Haida Lamp and China Co.,American,1850,1950,
Eagle Printing House,American,1840,1940,
Haight and Dudley,American,1800,1900,
S. H. Lilla Hailstone,British,1800,1900,
E. J. Francis,British,1820,1920,
Delare,French,,,
Fain,French,,,
Thomas Gordon Hake,British,1809,1895,
Hakko-Kyu,Japanese,,,
George Halbert,American,1850,1950,
Edward Everett Hale,American,1822,1909,
Helen Maria Hinds,American,1850,1900,Female
Arundel Publishing Co.,American,1850,1900,
"Lockwood, Brooks and Co.",American,1800,1900,
Lucretia Peabody Hale,American,1820,1900,
Harold Matthews Brett,American,1880,1955,
Margaret Eliot Harding White,American,1823,1903,
S. W. Tilton & Co.,American,1850,1900,
Rockwell & Churchill,American,1850,1900,
Sarah Josepha Buell Hale,American,1788,1879,
Edward Dunigan & Brother,American,1800,1900,
Auguste Blaizot et Fils,,,,
Samuel Aris,British,1700,1750,
Thomas Worrall,British,1667,1767,
John Halfpenny,British,1740,1800,
Nathaniel Parr,British,1700,1800,
B. Seeley,British,1747,1776,
George Peacock,British,1750,1850,
Joseph Halfpenny,British,1748,1811,
John Wilcox & Thomas Heath,British,1700,1750,
James Rivington and J. Fletcher,British,1750,1850,
Robert Morris,British,1701,1754,
Thomas Lightoler,British,1742,1775,
Frank A. Hall,American,1800,1900,
Damrell and Moore,American,1800,1900,
Henry A. Hall & Co.,American,1800,1900,
How and Parsons,British,1800,1899,
Henry Robinson,British,1827,1872,
Alfred Adlard,British,1800,1899,
Wright and Co.,British,1800,1899,
Thomas Boyse,Irish,1781,1854,
J. Nugent,British,1800,1899,
Henry Richard Cook,British,1800,1850,
William Evans,British,1798,1877,
James Christopher Timbrell,British,1807,1850,
Andrew Nicholl,Irish,1804,1886,
H. McManus,British,1800,1899,
Stephen Sly,British,1747,1936,
Fanny McIan,British,1814,1897,Female
Samuel Machin Slader,British,1741,1928,
Samuel West,Irish,1800,1899,
Nicholas Joseph Crowley,Irish,1819,1857,
J. Wakefield,British,1840,1870,
Henry Nelson O'Neil,"British, born Russia",1817,1880,
Thomas Winthrop Hall,American,1862,1900,
H. Hallett & Co.,American,1850,1950,
Halsted & Harmount,American,1800,1900,
Robert Hamerling,Austrian,1830,1889,
Paul Thumann,German,1834,1908,
Adolf Titze,German,,,
J. F. Bösenberg,German,,,
Philip Gilbert Hamerton,British,1834,1894,
W. E. Painter,British,1800,1900,
Strangeways and Walden,British,1800,1900,
Gavin Hamilton,"British, Scottish",1723,1798,
